"","X","original_title","id","release_date","Actor","Director","actorMovieCount","directorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","holidays","success_1_to_1"
"427",619,"fetching cody",46729,2005-10-01,"jaybaruchel","davidray",0,0,87,1500000,34513500.7541806,"Q1",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"428",1112,"maurice richard",49081,2005-10-25,"roydupuis","charlesbinamé",0,0,124,8e+06,34513500.7541806,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"429",1058,"lonesome jim",7301,2005-11-16,"caseyaffleck","stevebuscemi",3,0,91,5e+05,154187,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"430",366,"chain reaction",40465,2006-01-01,"christopherkriesa","olafittenbach",0,0,101,5.5e+07,21226204,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"431",905,"iraq for sale the war profiteers",40862,2006-01-01,"shereefakeel","robertgreenwald",0,0,75,775000,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
"432",918,"i want someone to eat cheese with",13066,2006-01-01,"jeffgarlin","jeffgarlin",0,0,80,1500000,194568,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"433",943,"jimmy and judy",18869,2006-01-01,"edwardfurlong","randallrubin",1,0,99,1e+06,34513500.7541806,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,1
"434",998,"lage raho munna bhai",21461,2006-01-01,"sanjaydutt","rajkumarhirani",0,0,144,2700000,2217561,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
"435",1314,"phat girlz",30139,2006-01-01,"monique","nnegestlikké",0,0,99,3e+06,7061128,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
"436",419,"come early morning",7547,2006-01-10,"ashleyjudd","joeylaurenadams",0,0,97,6e+06,119452,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"437",2293,"winter passing",14256,2006-02-07,"zooeydeschanel","adamrapp",0,0,98,3500000,107492,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"438",2,"10th wolf",13197,2006-02-19,"jamesmarsden","robertmoresco",0,0,107,8e+06,54702,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
"439",530,"doogal",24432,2006-02-24,"danieltay","frankpassingham",0,0,85,2e+07,7578946,"Q1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440",1080,"lucky number slevin",186,2006-02-24,"joshhartnett","paulmcguigan",0,2,110,2.7e+07,22495466,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
"441",1052,"lol",44434,2006-03-13,"joeswanberg","joeswanberg",0,1,81,1.1e+07,34513500.7541806,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"442",868,"ice age the meltdown",950,2006-03-23,"rayromano","carlossaldanha",2,2,91,7.5e+07,195330621,"Q1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"443",1302,"peaceful warrior",13689,2006-03-30,"scottmechlowicz","victorsalva",0,0,120,1e+07,2893666,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"444",1550,"slither",9035,2006-03-31,"nathanfillion","jamesgunn",0,0,95,15250000,7802450,"Q1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"445",882,"in her line of fire",56491,2006-04-21,"marielhemingway","briantrenchardsmith",0,0,88,1e+06,884,"Q2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"446",885,"inside out",51938,2006-04-22,"eriqlasalle","davidogden",0,0,90,1.75e+08,356461711,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
"447",94,"alone with her",18206,2006-04-28,"colinhanks","ericnicholas",0,0,78,1e+06,10787,"Q1",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
"448",968,"keeping up with the steins",21014,2006-05-12,"darylsabara","scottmarshall",0,0,90,5e+06,4339241,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"449",1296,"paris je t aime",2266,2006-05-16,"stevebuscemi","isabelcoixet",1,0,120,1.3e+07,4857374,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"450",2002,"the pet",52462,2006-05-17,"pierredulat","dstevens",0,0,94,1e+06,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
"451",434,"conversations with other women",15624,2006-06-07,"helenabonhamcarter","hanscanosa",0,0,84,450000,379418,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"452",491,"deliver us from evil",13364,2006-06-24,"oliverogrady","amyberg",0,0,101,3e+07,30577122,"Q3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"453",2310,"wordplay",35199,2006-06-26,"willshortz","patrickcreadon",0,0,94,5e+05,3121270,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"454",1401,"red riding hood",44507,2006-06-27,"lainiekazan","randalkleiser",0,0,84,4.2e+07,37662162,"Q1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"455",2243,"wanderlust",54040,2006-07-12,"allisonanders","sharispringerberman",0,0,84,32500000,17288155,"Q1",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
"456",362,"chacun sa nuit",12838,2006-07-21,"lizziebrocheré","jeanmarcbarr",0,0,95,1900000,18435,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"457",2282,"who killed the electric car ",13508,2006-08-04,"martinsheen","chrispaine",0,0,92,1e+06,1678874,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"458",824,"holly",43638,2006-08-16,"ronlivingston","guymoshe",0,0,114,3e+06,163069,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"459",1001,"lake of fire",44260,2006-09-09,"noamchomsky","tonykaye",0,0,152,6e+06,25317,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"460",437,"copying beethoven",1590,2006-09-10,"edharris","agnieszkaholland",1,1,104,1.1e+07,355968,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"461",1514,"sharkwater",13894,2006-09-11,"patrickmoore","robstewart",0,0,89,2e+06,850920,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"462",603,"facing the giants",18925,2006-09-29,"jamesblackwell","alexkendrick",0,3,111,1e+05,10178331,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"463",1073,"love s abiding joy",22488,2006-10-06,"erincottrell","michaellandonjr",0,0,87,3e+06,252726,"Q4",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"464",25,"51 birch street",79161,2006-10-18,"carolblock","dougblock",0,0,90,350000,84689,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"465",609,"faith like potatoes",29697,2006-10-27,"frankrautenbach","regardtvandenbergh",0,0,97,1100000,34513500.7541806,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"466",1484,"scott walker 30 century man",30867,2006-10-31,"scottwalker","stephenkijak",0,0,95,5e+05,6840,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
"467",658,"for your consideration",14799,2006-11-22,"catherineohara","christopherguest",0,0,86,1.2e+07,5549923,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"468",1057,"london to brighton",14823,2006-12-01,"georgiagroome","paulandrewwilliams",0,0,85,825000,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1
"469",2135,"thr3e",13569,2006-12-01,"marcblucas","robbyhenson",0,0,101,2400000,1008849,"Q1",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0
"470",2199,"unaccompanied minors",18147,2006-12-08,"lewisblack","paulfeig",0,2,90,2.5e+07,16655224,"Q4",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"471",146,"arthur et les minimoys",9992,2006-12-13,"freddiehighmore","lucbesson",0,2,94,8e+07,15132763,"Q1",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"472",1023,"letters from iwo jima",1251,2006-12-19,"kenwatanabe","clinteastwood",0,7,141,1.3e+07,13756082,"Q4",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1
"473",108,"a mighty heart",1988,2007-01-01,"angelinajolie","michaelwinterbottom",1,2,100,1.5e+07,9176787,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
"474",984,"kiss the bride",19844,2007-01-01,"torispelling","cjaycox",0,0,100,5e+05,32033,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"475",1395,"redacted",11600,2007-01-01,"izzydiaz","briandepalma",0,0,90,5e+06,65388,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0
"476",1923,"the living wake",43653,2007-01-01,"jesseeisenberg","soltryon",3,0,91,5e+05,12232,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"477",413,"code name the cleaner",14396,2007-01-05,"cedrictheentertainer","lesmayfield",0,0,84,2e+07,8135024,"Q1",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"478",898,"in the shadow of the moon",14284,2007-01-19,"buzzaldrin","davidsington",0,0,109,2e+06,1134358,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"479",2157,"trade",4170,2007-01-23,"kevinkline","marcokreuzpaintner",0,0,120,1.2e+07,214202,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
"480",1822,"the good night",13501,2007-01-25,"penélopecruz","jakepaltrow",1,0,93,1.5e+07,22441,"Q4",0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0
"481",218,"because i said so",1257,2007-02-02,"dianekeaton","michaellehmann",0,0,102,3.9e+07,42674040,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"482",484,"death at a funeral",2196,2007-02-09,"matthewmacfadyen","frankoz",0,0,90,2.1e+07,42739347,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"483",2058,"the signal",13059,2007-02-22,"anessaramsey","davidbruckner",0,0,103,50000,251150,"Q1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"484",2142,"tmnt",1273,2007-03-23,"chrisevans","kevinmunroe",3,0,90,3.5e+07,54149098,"Q1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"485",1207,"namastey london",20360,2007-03-27,"akshaykumar","vipulamrutlalshah",2,0,128,8400000,1207007,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"486",1838,"the hammer",14014,2007-04-01,"adamcarolla","charleshermanwurmfeld",1,0,88,850000,442638,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"487",2031,"the reaping",1683,2007-04-05,"hilaryswank","stephenhopkins",1,0,99,4e+07,25126214,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"488",1369,"purple violets",20065,2007-04-30,"selmablair","edwardburns",0,1,103,4e+06,34513500.7541806,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
"489",703,"georgia rule",13159,2007-05-11,"janefonda","garrymarshall",0,1,113,2e+07,18882880,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"490",1610,"stomp the yard",1931,2007-05-16,"columbusshort","sylvainwhite",0,0,114,1.4e+07,61356221,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"491",2195,"u2 3d",37003,2007-05-19,"bono","markpellington",0,0,85,1.5e+07,12898847,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
"492",752,"gracie",15568,2007-06-01,"jesseleesoffer","davisguggenheim",0,0,97,9e+06,2956339,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"493",1825,"the grand",15378,2007-06-07,"woodyharrelson","zakpenn",1,0,104,3e+06,115879,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"494",1441,"rockaway",20406,2007-07-07,"nicholasgonzalez","jeffcrook",0,0,76,2e+06,34513500.7541806,"Q3",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"495",688,"frozen",170986,2007-07-21,"dannydenzongpa","shivajeechandrabhushan",0,0,110,1.5e+08,400738009,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"496",2060,"the simpsons movie",35,2007-07-25,"dancastellaneta","davidsilverman",0,0,87,72500000,183135014,"Q3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"497",1226,"no end in sight",12901,2007-07-27,"campbellscott","charlesferguson",0,0,102,2e+06,1433319,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"498",2283,"who s your caddy ",15581,2007-07-27,"mickpartridge","donmichaelpaul",0,0,93,7e+06,5694308,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499",2080,"the ten",13173,2007-08-03,"paulrudd","davidwain",1,1,96,5250000,769726,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500",460,"daddy day camp",14144,2007-08-08,"cubagoodingjr","fredsavage",1,0,89,6e+06,13235267,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"501",522,"doctor strange",14830,2007-08-14,"brycejohnson","patrickarchibald",0,0,76,1.65e+08,232641920,"Q4",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"502",601,"eye of the dolphin",46849,2007-08-24,"carlyschroeder","michaeldsellers",0,0,100,2500000,72210,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"503",639,"flawless",13195,2007-09-01,"demimoore","michaelradford",1,0,108,2.7e+07,4485485,"Q4",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"504",17,"3 10 to yuma",5176,2007-09-06,"russellcrowe","jamesmangold",2,0,122,4.8e+07,53606916,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"505",552,"eastern promises",2252,2007-09-14,"naomiwatts","davidcronenberg",1,1,100,5e+07,17181265,"Q3",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"506",2062,"the sitter",39824,2007-09-16,"gailogrady","russellmulcahy",0,0,90,2.5e+07,30542576,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"507",588,"everybody wants to be italian",12818,2007-09-18,"jayjablonski","jasontoddipson",0,0,105,3e+06,351416,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"508",1546,"slacker uprising",13516,2007-09-27,"michaelmoore","michaelmoore",1,1,102,2e+06,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"509",1203,"my name is bruce",1961,2007-10-01,"brucecampbell","brucecampbell",0,0,86,1500000,173066,"Q4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"510",2284,"why did i get married ",17202,2007-10-12,"tylerperry","tylerperry",3,3,113,1.5e+07,55204525,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"511",1104,"martian child",5126,2007-11-02,"johncusack","mennomeyjes",0,0,106,2.7e+07,7500310,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"512",896,"in the name of the king a dungeon siege tale",2312,2007-11-29,"jasonstatham","uweboll",3,1,127,6e+07,4775656,"Q1",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0
"513",265,"blonde ambition",15017,2007-12-21,"jessicasimpson","scottmarshallsmith",0,0,93,1e+07,6422,"Q4",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"514",52,"adoration",8895,2008-01-01,"devonbostick","atomegoyan",0,0,100,4e+06,294244,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"515",1071,"lovely still",51384,2008-01-01,"martinlandau","nicholasfackler",0,0,92,5e+06,127564,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"516",1713,"the black hole",105759,2008-01-01,"napoleonryan","philipsansom",0,0,3,2e+07,35841901,"Q4",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"517",2232,"vice",14252,2008-01-01,"michaelmadsen","raulinglis",1,0,99,6e+07,47836282,"Q4",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
"518",1165,"monster",16309,2008-01-18,"erinevans","erikestenberg",0,0,86,5e+06,34469210,"Q4",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1
"519",190,"baghead",5759,2008-01-21,"rosspartridge","jayduplass",0,0,84,2e+05,140016,"Q2",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0
"520",368,"changeling",3580,2008-01-30,"angelinajolie","clinteastwood",0,6,141,5.5e+07,35739802,"Q4",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0
"521",2255,"welcome home roscoe jenkins",13490,2008-02-08,"martinlawrence","malcolmdlee",0,1,114,27500000,42436517,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"522",84,"all the boys love mandy lane",9022,2008-02-15,"amberheard","jonathanlevine",0,1,90,750000,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"523",1530,"signs",53214,2008-03-10,"kestiemorassi","patrickhughes",0,1,12,70702619,227969295,"Q3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"524",987,"knock knock",18932,2008-03-14,"nicoleabisinio","josephariola",0,0,92,2e+06,36336,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"525",1380,"race",19658,2008-03-20,"saifalikhan","abbasalibhaiburmawalla",0,0,161,5e+06,19115191,"Q1",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"526",1010,"leatherheads",4942,2008-03-24,"georgeclooney","georgeclooney",1,0,114,5.8e+07,31373938,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"527",1396,"redbelt",12400,2008-04-07,"chiwetelejiofor","davidmamet",0,0,99,7e+06,2344847,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"528",330,"ca h",13652,2008-04-23,"jeandujardin","éricbesnard",0,0,100,7e+06,46488,"Q1",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"529",2173,"trucker",29406,2008-04-24,"michellemonaghan","jamesmottern",1,0,90,1500000,52429,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"530",2053,"the secrets of jonathan sperry",39401,2008-04-27,"gavinmacleod","richchristiano",0,0,96,1e+06,1355079,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"531",1234,"no man s land the rise of reeker",18616,2008-05-01,"stephenmartines","davepayne",0,0,88,2e+06,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
"532",1000,"lake mungo",27374,2008-06-17,"taliazucker","joelanderson",0,0,84,1100000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"533",2013,"the poker house",63287,2008-06-20,"jenniferlawrence","loripetty",0,0,93,1e+06,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"534",1410,"repo the genetic opera",14353,2008-07-18,"alexapenavega","darrenlynnbousman",0,0,98,8500000,140244,"Q4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"535",105,"american teen",13259,2008-07-25,"hannahbailey","nanetteburstein",0,0,95,5e+06,942441,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"536",287,"bottle shock",13996,2008-08-06,"alanrickman","randallmiller",0,0,110,5e+06,4078607,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"537",47,"adam resurrected",18516,2008-08-08,"jeffgoldblum","paulschrader",0,0,106,1e+07,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
"538",858,"hush",20034,2008-08-13,"williamash","marktonderai",0,0,91,1e+06,34513500.7541806,"Q2",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"539",644,"fly me to the moon",13956,2008-08-15,"timcurry","benstassen",0,1,84,2.5e+07,14543943,"Q3",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"540",1929,"the longshots",13579,2008-08-22,"icecube","freddurst",2,0,94,2.3e+07,11511323,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"541",1443,"rocknrolla",13809,2008-09-04,"markstrong","guyritchie",0,1,114,1.8e+07,5700626,"Q4",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"542",1139,"middle of nowhere",19688,2008-09-06,"susansarandon","johnstockwell",1,0,95,2e+05,236806,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"543",647,"food inc ",18570,2008-09-07,"michaelpollan","robertkenner",0,0,94,1e+06,4417674,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"544",718,"ghost town",12797,2008-09-19,"rickygervais","davidkoepp",0,1,102,2e+07,13367624,"Q3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"545",626,"fireproof",14438,2008-09-26,"kirkcameron","alexkendrick",0,2,122,5e+05,33456317,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"546",1405,"rejsen til saturn",16016,2008-09-26,"casperchristensen","krestenvestbjergandersen",0,0,90,2700000,34513500.7541806,"Q3",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"547",1704,"the betrayed",20055,2008-09-27,"melissageorge","amandagusack",0,0,98,3500000,34513500.7541806,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
"548",1406,"religulous",13007,2008-10-01,"billmaher","larrycharles",0,0,101,2500000,13011160,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"549",117,"an american carol",13948,2008-10-03,"kevinfarley","davidzucker",0,0,83,2e+07,7013191,"Q4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"550",238,"beverly hills chihuahua",14405,2008-10-03,"drewbarrymore","rajagosnell",1,2,91,2e+07,94514402,"Q4",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"551",2236,"w ",10523,2008-10-17,"joshbrolin","oliverstone",3,1,131,25100000,25534493,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"552",828,"home",61222,2008-10-29,"isabellehuppert","ursulameier",1,0,98,1.3e+08,177397510,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"553",1083,"madagascar escape 2 africa",10527,2008-10-30,"benstiller","ericdarnell",1,1,89,1.5e+08,180174880,"Q4",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"554",1843,"the haunting of molly hartley",14745,2008-10-31,"haleybennett","mickeyliddell",0,0,82,5e+06,13442412,"Q4",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1
"555",1953,"the matador",85097,2008-11-20,"davidfandila","ninagildenseavey",0,0,74,1e+07,12589255,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"556",2186,"twilight",8966,2008-11-20,"kristenstewart","catherinehardwicke",0,1,122,3.7e+07,192769854,"Q4",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"557",1263,"ong bak 2",16353,2008-12-04,"tonyjaa","tonyjaa",0,0,98,1.5e+07,102458,"Q4",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0
"558",755,"gran torino",13223,2008-12-09,"clinteastwood","clinteastwood",1,5,116,2.5e+07,148095302,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
"559",743,"good",12410,2008-12-11,"viggomortensen","vicenteamorim",1,0,96,1.6e+07,31631,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"560",221,"bedtime stories",10202,2008-12-24,"adamsandler","adamshankman",4,1,99,8e+07,110101975,"Q4",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1
"561",673,"free style",39055,2008-12-24,"corbinbleu","williamdear",0,0,94,1e+07,141108,"Q4",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"562",690,"fuel",34696,2009-01-01,"willbeinbrink","oktayortabasi",0,0,95,2500000,174255,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"563",1635,"super capers",20177,2009-01-01,"justinwhalin","raygriggs",0,0,98,2e+06,30955,"Q1",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"564",305,"bride wars",10521,2009-01-09,"annehathaway","garywinick",1,0,89,3e+07,58715510,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"565",1238,"not easily broken",14834,2009-01-09,"morrischestnut","billduke",0,0,99,5e+06,10572742,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"566",1961,"the missing person",35219,2009-01-16,"michaelshannon","noahbuschel",2,1,95,2e+06,17896,"Q4",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
"567",1826,"the greatest",32395,2009-01-17,"piercebrosnan","shanafeste",3,0,99,6e+06,115862,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"568",1815,"the girlfriend experience",17680,2009-01-20,"sashagrey","stevensoderbergh",0,2,77,1300000,695840,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"569",883,"ink",24869,2009-01-23,"chriskelly","jaminwinans",0,0,106,250000,34513500.7541806,"Q4",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"570",1874,"the international",4959,2009-02-03,"cliveowen","tomtykwer",1,1,118,5e+07,25450527,"Q1",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0
