"","id","X","original_title","release_date","Actor","actorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","scifi","clean_director","clean_crew"
"1",16,463,"dancer in the dark","2000-05-17","björk",1,140,12500000,4157491,"Q3",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"larsvontrier",
